id,division,callsign,type,type_value,serial_number,status,task,time,latitude,longitude,fuel,ammo,health,damage,ammo_load,visibility,temperature,weather
unit_15,РХБЗ,Альфа-15,Гаубица,10,9594,Работает,Поддержка,2025-01-01 00:00:00,41.22637412423032,28.307309141729675,15.0,96.40897264328774,66.0,Нет,48,Ясно,33.6,Дождь
unit_16,БМП,Альфа-16,Пехота,10,3770,Работает,Оборона,2025-01-01 00:00:00,48.12942343928533,26.929611614515157,90.8,29.672494384978123,35.0,Нет,25,Ночь,2.7,Облачно
unit_17,РХБЗ,Альфа-17,БТР,10,3260,Работает,Разведка,2025-01-01 00:00:00,47.93767161239469,29.582143589109034,6.0,13.103062679438757,82.0,Нет,7,Туман,-16.0,Ясно
unit_18,ОР,Альфа-18,Танк,10,4797,Работает,Разведка,2025-01-01 00:00:00,43.23399647212737,24.32678794357889,45.0,94.56725156383143,0.0,Пробоина,12,Ночь,28.7,Снег
unit_19,РХБЗ,Альфа-19,Танк,10,1661,Работает,Патрулирование,2025-01-01 00:00:00,46.05279858037035,27.84751682086292,89.0,39.315188555234954,82.0,Нет,69,Преграда,-11.3,Ясно
unit_20,РЭБ,Альфа-20,Гаубица,10,2377,Работает,Поддержка,2025-01-01 00:00:00,46.497652284500866,27.50624604735935,12.0,0.10470782903708242,48.0,Нет,56,Туман,2.9,Облачно
unit_21,РС,Альфа-21,Пехота,10,4052,Работает,Разведка,2025-01-01 00:00:00,41.329197001520704,23.42079554767246,42.8,1.699905416471783,28.0,Нет,79,Ясно,12.1,Дождь
unit_22,РС,Альфа-22,Пехота,10,3655,Работает,Патрулирование,2025-01-01 00:00:00,48.80033363367779,22.66723690742717,99.8,94.607053921711,4.0,Нет,74,Преграда,7.1,Ясно
unit_23,РХБЗ,Альфа-23,Танк,10,6618,Работает,Атака,2025-01-01 00:00:00,43.62554762950018,24.16767746599494,9.0,37.54228590908717,81.0,Нет,100,Туман,13.6,Ясно
unit_24,ДШБ,Альфа-24,Танк,10,1566,Работает,Патрулирование,2025-01-01 00:00:00,43.36868834951647,25.64044116779765,45.0,17.118754571583473,24.0,Нет,20,Ясно,20.1,Дождь
unit_25,ПТУР,Альфа-25,Дрон,10,3827,Работает,Поддержка,2025-01-01 00:00:00,48.290619700178965,22.916368907836386,60.0,78.55403194091926,34.0,Нет,83,Туман,14.8,Ясно
unit_26,ОР,Альфа-26,Гаубица,10,5638,Работает,Разведка,2025-01-01 00:00:00,49.28260055834284,25.933127338749024,61.0,45.545969688816555,93.0,Нет,12,Ясно,22.9,Дождь
unit_27,ПТУР,Альфа-27,Дрон,10,7291,Работает,Разведка,2025-01-01 00:00:00,46.33702211446332,24.393068083992883,37.0,29.056524835226256,45.0,Нет,89,Ночь,-19.6,Снег
unit_28,РДР,Альфа-28,БТР,10,1119,Работает,Патрулирование,2025-01-01 00:00:00,48.98010646681638,25.318989921354106,70.0,60.388085120632894,6.0,Нет,22,Ясно,-5.9,Снег
unit_29,РДР,Альфа-29,Танк,10,5262,Работает,Разведка,2025-01-01 00:00:00,44.693872892628086,29.603797106932944,14.0,79.9136679502693,79.0,Нет,87,Туман,16.7,Облачно
unit_30,РР,Альфа-30,Дрон,10,2807,Работает,Поддержка,2025-01-01 00:00:00,42.797577693926684,21.24346346562413,26.0,5.036980151500054,65.0,Нет,20,Преграда,17.4,Снег
unit_31,РР,Альфа-31,БТР,10,3286,Работает,Разведка,2025-01-01 00:00:00,43.74536710222474,22.221620772067332,79.0,82.13798849063747,2.0,Нет,7,Преграда,9.6,Облачно
unit_32,ПТУР,Альфа-32,Пехота,10,6745,Работает,Оборона,2025-01-01 00:00:00,46.07518834889046,29.227198476057964,39.8,78.92005013606064,52.0,Нет,45,Ночь,16.4,Шторм
unit_33,ДШБ,Альфа-33,Пехота,10,7366,Работает,Патрулирование,2025-01-01 00:00:00,40.21419984446767,23.784064819062383,23.8,33.08241418777745,33.0,Нет,65,Преграда,-17.3,Дождь
unit_34,БМП,Альфа-34,Гаубица,10,8687,Работает,Оборона,2025-01-01 00:00:00,40.13858361357842,25.991154921184343,0.0,21.241241779219937,56.948534668169195,Пробоина,79,Преграда,2.6,Шторм
unit_35,РР,Альфа-35,БТР,10,1244,Работает,Поддержка,2025-01-01 00:00:00,43.794260785149035,23.75705175443125,52.0,50.827099204921396,82.0,Нет,22,Ночь,8.1,Снег
unit_36,реактбатр,Альфа-36,Гаубица,10,4524,Работает,Патрулирование,2025-01-01 00:00:00,40.44252110029164,21.388330722225092,79.0,71.15261306641194,10.0,Нет,28,Ночь,20.4,Облачно
unit_37,РС,Альфа-37,Танк,10,1192,Работает,Поддержка,2025-01-01 00:00:00,42.35701759443868,26.239647915746367,0.0,29.160764352790007,80.0,Нет,26,Ясно,10.7,Облачно
unit_38,ДШБ,Альфа-38,Дрон,10,8120,Работает,Патрулирование,2025-01-01 00:00:00,50.0385177893689,21.090478744835018,86.0,13.624078274330383,34.0,Нет,20,Туман,0.8,Дождь
unit_39,БМП,Альфа-39,Танк,10,6368,Работает,Патрулирование,2025-01-01 00:00:00,41.666330252223275,28.293098110759622,41.0,9.494081248086955,16.0,Нет,68,Ясно,11.0,Дождь
unit_40,РС,Альфа-40,Дрон,10,1318,Работает,Патрулирование,2025-01-01 00:00:00,41.23205577129483,26.057636385216057,51.0,31.01304967301197,3.7367159477269034,Прямое попадание,39,Преграда,-2.4,Снег
unit_41,РР,Альфа-41,Дрон,10,8342,Работает,Атака,2025-01-01 00:00:00,41.6302920357078,21.0835727597674,1.0,87.82889681256778,54.571419242064266,Нет,88,Ясно,-8.6,Дождь
unit_42,гсадн,Альфа-42,Танк,10,8528,Работает,Поддержка,2025-01-01 00:00:00,41.71675852697879,25.388125318353758,76.0,55.607863917127396,1.0,Нет,18,Ночь,-6.5,Шторм
unit_43,РЭБ,Альфа-43,Пехота,10,1909,Работает,Патрулирование,2025-01-01 00:00:00,46.08587652725703,28.20787358525119,36.8,68.76473581831726,39.0,Нет,32,Туман,34.1,Снег
unit_44,ДШБ,Альфа-44,Танк,10,4868,Работает,Разведка,2025-01-01 00:00:00,48.10958254134352,24.415657424230854,53.0,97.45746517792396,60.0,Нет,14,Ночь,-8.8,Дождь
unit_45,РДР,Альфа-45,Дрон,10,2072,Работает,Поддержка,2025-01-01 00:00:00,44.51153543690571,26.081448883371834,18.0,15.306955587721648,84.0,Нет,12,Преграда,12.8,Дождь
unit_46,БМП,Альфа-46,Пехота,10,2145,Работает,Патрулирование,2025-01-01 00:00:00,43.17379376139907,26.361825023773484,64.8,30.947593345724552,57.0,Нет,100,Туман,25.4,Шторм
unit_47,ДШБ,Альфа-47,БТР,10,2678,Работает,Атака,2025-01-01 00:00:00,45.73844851640379,29.660392628250015,70.0,5.444022055790796,50.0,Нет,11,Преграда,22.4,Ясно
unit_48,ОР,Альфа-48,Гаубица,10,9502,Работает,Оборона,2025-01-01 00:00:00,40.64451206146534,21.068909769765746,20.0,33.31518028298675,72.0,Нет,76,Преграда,27.1,Шторм
unit_49,РС,Альфа-49,Дрон,10,2375,Работает,Оборона,2025-01-01 00:00:00,43.98983441765584,27.69136270241415,9.0,80.69183980816767,73.0,Нет,59,Ночь,-13.1,Шторм
unit_50,реактбатр,Альфа-50,Гаубица,10,4848,Работает,Разведка,2025-01-01 00:00:00,48.82316459133013,23.182072196247596,54.0,26.97534686372365,74.0,Нет,85,Ясно,-18.3,Снег
unit_51,РР,Альфа-51,Пехота,10,3002,Работает,Поддержка,2025-01-01 00:00:00,43.874244476093935,21.919681665404198,3.8,97.79115811201567,20.0,Нет,68,Туман,13.9,Снег
unit_52,гсадн,Альфа-52,Пехота,10,7451,Работает,Поддержка,2025-01-01 00:00:00,46.02003346725051,26.84539728963205,90.8,72.20351696777736,9.0,Нет,25,Туман,28.1,Шторм
unit_53,ДШБ,Альфа-53,БТР,10,4445,Работает,Оборона,2025-01-01 00:00:00,45.25861801505883,23.552043712347814,1.0,45.24011465781647,86.0,Нет,86,Ночь,36.3,Шторм
unit_54,РР,Альфа-54,Гаубица,10,9073,Работает,Поддержка,2025-01-01 00:00:00,40.062796682096646,26.57784803946507,72.0,47.34889855821955,87.0,Нет,94,Ясно,34.5,Дождь
unit_55,ПТУР,Альфа-55,Танк,10,6139,Работает,Оборона,2025-01-01 00:00:00,46.879560566487434,28.914030459810544,39.0,53.379590505566775,91.0,Нет,79,Ясно,25.3,Дождь
unit_56,ДШБ,Альфа-56,Танк,10,2213,Работает,Поддержка,2025-01-01 00:00:00,40.55292696935524,28.494045092295945,20.0,92.12778395360554,87.0,Нет,32,Ночь,4.8,Облачно
unit_57,РЭБ,Альфа-57,Пехота,10,9390,Работает,Атака,2025-01-01 00:00:00,44.52866925905815,24.677562155382542,8.8,42.675617390569265,80.0,Нет,9,Ночь,11.4,Шторм
unit_58,ОР,Альфа-58,БТР,10,2050,Работает,Поддержка,2025-01-01 00:00:00,47.09602052035678,26.412055587869236,1.0,71.85067836415789,74.0,Нет,59,Ночь,30.3,Шторм
unit_59,РС,Альфа-59,Дрон,10,8165,Работает,Поддержка,2025-01-01 00:00:00,41.65535116999056,28.59621861191673,28.0,43.679366787005996,14.0,Нет,53,Ясно,21.4,Снег
unit_60,РС,Альфа-60,Гаубица,10,5107,Работает,Патрулирование,2025-01-01 00:00:00,44.03019509191652,22.98969504741943,67.0,71.37973068091326,46.0,Нет,97,Туман,13.0,Снег
unit_61,БМП,Альфа-61,Гаубица,10,4383,Работает,Оборона,2025-01-01 00:00:00,47.96684834753037,27.694421136707156,26.0,15.005529447860418,23.0,Нет,37,Ночь,0.2,Снег
unit_62,гсадн,Альфа-62,Пехота,10,8417,Работает,Патрулирование,2025-01-01 00:00:00,46.11245981435428,22.17146137757289,43.8,47.08202344019915,38.0,Нет,42,Преграда,-8.6,Шторм
unit_63,РС,Альфа-63,Дрон,10,3589,Работает,Атака,2025-01-01 00:00:00,42.057027502840405,23.240206063364386,64.0,36.12761340880391,62.0,Нет,8,Ясно,32.0,Облачно
unit_64,ПТУР,Альфа-64,Дрон,10,7945,Работает,Оборона,2025-01-01 00:00:00,44.35531386727876,22.638612880391335,48.0,9.683714410300485,67.0,Нет,32,Ясно,-19.8,Снег
unit_65,РЭБ,Альфа-65,Пехота,10,7635,Работает,Оборона,2025-01-01 00:00:00,43.949883069509575,22.399350467154182,35.8,18.036211405567478,97.0,Нет,63,Туман,32.2,Дождь
unit_66,РР,Альфа-66,Гаубица,10,7298,Работает,Оборона,2025-01-01 00:00:00,47.55607532768549,25.46939758303262,10.0,23.303429354859123,84.60054012227441,Пробоина,78,Ясно,-15.2,Снег
unit_67,РС,Альфа-67,Танк,10,5432,Работает,Патрулирование,2025-01-01 00:00:00,41.847146633221605,23.435383553586618,15.0,11.643803991544706,34.0,Нет,36,Ясно,8.7,Облачно
unit_68,ДШБ,Альфа-68,Дрон,10,2733,Работает,Поддержка,2025-01-01 00:00:00,40.95542919073738,24.776660776801965,0.0,22.54107252908826,26.0,Нет,6,Туман,9.0,Ясно
unit_69,ДШБ,Альфа-69,Дрон,10,9375,Работает,Патрулирование,2025-01-01 00:00:00,48.807602807506534,25.317467918776167,0.0,2.8515686675434226,40.0,Нет,14,Ясно,-11.9,Снег
unit_70,РС,Альфа-70,БТР,10,3772,Работает,Оборона,2025-01-01 00:00:00,42.3159580958315,25.698515267203316,17.0,85.28523845619345,100.0,Нет,59,Ночь,5.6,Ясно
unit_71,гсадн,Альфа-71,Гаубица,10,7568,Работает,Поддержка,2025-01-01 00:00:00,48.261874120982306,20.013795332190853,57.0,57.006372583848496,80.0,Нет,63,Туман,33.9,Шторм
unit_72,РР,Альфа-72,Пехота,10,3288,Работает,Поддержка,2025-01-01 00:00:00,45.623479967114605,24.819791454519596,51.8,61.605047474540115,24.0,Нет,87,Преграда,40.0,Дождь
unit_73,РС,Альфа-73,Дрон,10,2326,Работает,Патрулирование,2025-01-01 00:00:00,41.01420621425519,29.312157225135344,33.0,37.77662179169591,100.0,Нет,55,Ясно,-16.5,Ясно
unit_74,ПТУР,Альфа-74,Дрон,10,1495,Работает,Патрулирование,2025-01-01 00:00:00,49.440127444648844,23.381457481803313,23.0,1.7292322217661926,44.0,Нет,12,Ночь,25.9,Ясно
unit_75,ПТУР,Альфа-75,Пехота,10,4873,Работает,Патрулирование,2025-01-01 00:00:00,43.07709647757937,25.03493697410013,69.8,41.52823408799337,45.0,Нет,54,Преграда,-13.8,Ясно
unit_76,РР,Альфа-76,Дрон,10,8755,Работает,Атака,2025-01-01 00:00:00,40.15500312953484,28.061433305116537,0.0,73.47555022274346,31.0,Нет,5,Ясно,3.1,Ясно
unit_77,РХБЗ,Альфа-77,Пехота,10,8707,Работает,Поддержка,2025-01-01 00:00:00,43.67684720851196,29.258230072336392,3.8,71.87148368316915,97.0,Нет,10,Туман,8.0,Ясно
unit_78,РЭБ,Альфа-78,Дрон,10,6154,Работает,Атака,2025-01-01 00:00:00,41.13976089333107,22.96602711993926,49.0,56.70136339895862,59.541797995681215,Пробоина,20,Преграда,29.2,Ясно
unit_79,реактбатр,Альфа-79,БТР,10,4412,Работает,Разведка,2025-01-01 00:00:00,41.21349961789154,21.436337357361012,11.0,53.795616739205464,21.0,Нет,28,Ясно,-15.0,Ясно
unit_80,БМП,Альфа-80,Танк,10,2161,Работает,Поддержка,2025-01-01 00:00:00,42.88226128054562,22.492840393373353,62.0,56.550980625637216,96.0,Нет,86,Ясно,-1.5,Дождь
unit_81,БМП,Альфа-81,Танк,10,9659,Работает,Патрулирование,2025-01-01 00:00:00,48.37403984776717,27.152024170548348,18.0,67.67543829495743,9.0,Нет,50,Ночь,-9.1,Дождь
unit_82,РХБЗ,Альфа-82,Танк,10,6159,Работает,Поддержка,2025-01-01 00:00:00,49.21915891577359,21.649237205242187,49.0,56.48165916902516,85.0,Нет,68,Преграда,-2.0,Дождь
unit_83,БМП,Альфа-83,Гаубица,10,5566,Работает,Атака,2025-01-01 00:00:00,47.4498241101708,23.375728536430227,57.0,91.22185340068005,87.0,Нет,86,Ясно,-0.3,Дождь
unit_84,ПТУР,Альфа-84,БТР,10,7584,Работает,Разведка,2025-01-01 00:00:00,45.01572196175746,20.773727039988934,62.0,34.72262014063486,4.0,Нет,66,Ночь,-8.0,Дождь
unit_85,реактбатр,Альфа-85,Пехота,10,8897,Работает,Разведка,2025-01-01 00:00:00,47.723965838978245,25.16009154131967,38.8,83.46774790485296,7.0,Нет,83,Ясно,-5.5,Ясно
unit_86,ПТУР,Альфа-86,БТР,10,9418,Работает,Поддержка,2025-01-01 00:00:00,48.04468588295959,20.38961796816318,54.0,10.392805002369528,90.0,Нет,20,Ясно,-19.6,Облачно
unit_87,ДШБ,Альфа-87,Пехота,10,1139,Работает,Поддержка,2025-01-01 00:00:00,49.81253754638695,26.04560414785298,12.8,29.915198823526072,13.0,Нет,17,Ночь,19.3,Дождь
unit_88,РЭБ,Альфа-88,Дрон,10,8254,Работает,Оборона,2025-01-01 00:00:00,48.12197525961603,25.983324602620403,76.0,11.80967436607832,54.0,Нет,74,Ясно,-9.0,Ясно
unit_89,ПТУР,Альфа-89,Дрон,10,9564,Работает,Поддержка,2025-01-01 00:00:00,40.48941055782558,28.68036618975192,89.0,24.43229028701176,10.92862245967244,Пробоина,66,Ночь,5.9,Ясно
unit_90,РХБЗ,Альфа-90,Дрон,10,5972,Работает,Патрулирование,2025-01-01 00:00:00,44.64375400487988,20.41245294194573,54.0,10.160631022858354,97.0,Нет,28,Ночь,26.5,Снег
unit_91,ДШБ,Альфа-91,БТР,10,1881,Работает,Поддержка,2025-01-01 00:00:00,42.35075244993639,26.585293751806187,0.0,54.861393185648595,32.0,Нет,84,Туман,33.9,Ясно
unit_92,ДШБ,Альфа-92,Танк,10,6827,Работает,Патрулирование,2025-01-01 00:00:00,41.10882129836015,24.865263447022066,36.0,63.832494061588314,0.0,Пробоина,83,Ночь,33.5,Дождь
unit_93,РР,Альфа-93,Дрон,10,8488,Работает,Оборона,2025-01-01 00:00:00,40.48409642612549,22.17009695872171,15.0,16.734626112612624,35.0,Нет,32,Преграда,27.3,Облачно
unit_94,БМП,Альфа-94,Дрон,10,6062,Работает,Поддержка,2025-01-01 00:00:00,49.32915643608559,23.704124235599288,24.0,30.576984654584585,71.0,Нет,8,Ночь,17.0,Снег
unit_95,РС,Альфа-95,БТР,10,6411,Работает,Атака,2025-01-01 00:00:00,49.81725399289881,27.66658272194976,35.0,67.31802246898401,44.0,Нет,46,Преграда,27.1,Облачно
unit_96,БМП,Альфа-96,Пехота,10,5470,Работает,Поддержка,2025-01-01 00:00:00,41.33270286494614,28.862833557346057,36.8,3.9582565311340554,40.0,Нет,50,Туман,18.1,Дождь
unit_97,БМП,Альфа-97,Пехота,10,8278,Работает,Атака,2025-01-01 00:00:00,41.77711875081398,21.00671177831637,19.8,56.886867906589316,53.0,Нет,25,Преграда,14.8,Облачно
unit_98,ОР,Альфа-98,Гаубица,10,7638,Работает,Оборона,2025-01-01 00:00:00,49.94261299279834,27.52304570724667,0.0,66.12864246194893,94.0,Нет,89,Преграда,29.0,Шторм
unit_99,РХБЗ,Альфа-99,Пехота,10,6600,Работает,Разведка,2025-01-01 00:00:00,47.07534414754346,23.774768511664355,14.8,57.759943878591166,21.0,Нет,21,Ясно,3.5,Дождь
unit_100,РР,Альфа-100,Дрон,10,3877,Работает,Патрулирование,2025-01-01 00:00:00,44.95334589658324,28.532621378774408,83.0,26.388149209323068,56.0,Нет,22,Туман,-3.8,Снег
unit_1,ДШБ,Альфа-1,Танк,10,5590,Работает,Патрулирование,2025-01-01 00:30:00,44.01943580917645,21.856648131640867,60.0,21.259354914390727,90.0,Нет,49,Туман,-18.1,Облачно
unit_2,РР,Альфа-2,Дрон,10,3998,Работает,Поддержка,2025-01-01 00:30:00,44.61427136189959,27.489758212136135,79.0,96.5503908380242,72.64143322987492,Нет,82,Ночь,39.2,Облачно
unit_3,РЭБ,Альфа-3,Гаубица,10,4976,Работает,Поддержка,2025-01-01 00:30:00,49.44512711269307,23.928360353191255,73.0,9.150926757231105,71.0,Нет,7,Туман,9.4,Ясно
unit_4,РР,Альфа-4,БТР,10,3945,Работает,Разведка,2025-01-01 00:30:00,44.44876440886687,25.865131284867736,48.0,13.184049871667609,25.0,Нет,43,Ясно,-16.1,Ясно
unit_5,РР,Альфа-5,Гаубица,10,4792,Работает,Патрулирование,2025-01-01 00:30:00,45.82508159411379,28.29135761422928,58.0,41.808662449420446,41.0,Нет,7,Туман,-10.4,Ясно
unit_6,РХБЗ,Альфа-6,Пехота,10,9919,Работает,Разведка,2025-01-01 00:30:00,47.205839024088995,20.851045260998987,91.6,14.437353286871858,67.0,Нет,86,Туман,11.0,Облачно
unit_7,РР,Альфа-7,Гаубица,10,1539,Работает,Атака,2025-01-01 00:30:00,45.442921013773514,27.542747564462132,72.0,3.0179079169245666,0.0,Прямое попадание,74,Туман,13.3,Облачно
unit_8,реактбатр,Альфа-8,Гаубица,10,6912,Работает,Атака,2025-01-01 00:30:00,41.45187690649595,26.07767073810867,0.0,44.453123698963275,42.0,Нет,66,Туман,15.9,Снег
unit_9,гсадн,Альфа-9,Дрон,10,1003,Работает,Оборона,2025-01-01 00:30:00,44.39361854379111,27.846326775115696,14.0,94.07096052365794,100.0,Нет,86,Преграда,18.4,Шторм
unit_10,РС,Альфа-10,Танк,10,2143,Работает,Разведка,2025-01-01 00:30:00,49.04709751285449,25.02692228297556,75.0,0.0,72.0,Нет,81,Ночь,2.2,Ясно
unit_11,РС,Альфа-11,Дрон,10,6858,Работает,Поддержка,2025-01-01 00:30:00,45.929182131969306,24.455716383862985,92.0,74.16588471809175,76.0,Нет,55,Ясно,28.3,Ясно
unit_12,гсадн,Альфа-12,Дрон,10,8680,Работает,Атака,2025-01-01 00:30:00,46.72945216295025,21.881007441336184,36.0,14.914687855779736,36.0,Нет,78,Преграда,19.2,Ясно
unit_13,ДШБ,Альфа-13,Дрон,10,7603,Работает,Разведка,2025-01-01 00:30:00,44.81352664537535,25.9925014804725,77.0,64.20566098805378,65.0,Нет,50,Туман,-18.0,Дождь
unit_14,ОР,Альфа-14,Гаубица,10,2380,Работает,Поддержка,2025-01-01 00:30:00,41.63804173574089,26.601810803191952,56.0,77.96765410606615,99.0,Нет,21,Преграда,25.3,Шторм
unit_15,РХБЗ,Альфа-15,Гаубица,10,9594,Работает,Поддержка,2025-01-01 00:30:00,41.22075740175695,28.30653535634343,5.0,93.73960348290962,66.0,Нет,48,Туман,-6.7,Облачно
unit_16,БМП,Альфа-16,Пехота,10,3770,Работает,Оборона,2025-01-01 00:30:00,48.133995752015906,26.929460449282544,90.6,29.53792444787058,35.0,Нет,25,Ясно,1.3,Дождь
unit_17,РХБЗ,Альфа-17,БТР,10,3260,Работает,Разведка,2025-01-01 00:30:00,47.94556848925368,29.57760381604548,0.0,11.646237749806847,82.0,Нет,7,Туман,27.6,Облачно
unit_18,ОР,Альфа-18,Танк,10,4797,Уничтожен,Разведка,2025-01-01 00:30:00,43.23399647212737,24.32678794357889,45.0,94.56725156383143,0.0,Пробоина,12,Преграда,-1.5,Ясно
unit_19,РХБЗ,Альфа-19,Танк,10,1661,Работает,Патрулирование,2025-01-01 00:30:00,46.05945321505156,27.85177366342148,79.0,37.66002526868701,75.10944058653574,Прямое попадание,69,Ночь,-6.0,Ясно
unit_20,РЭБ,Альфа-20,Гаубица,10,2377,Работает,Поддержка,2025-01-01 00:30:00,46.49226415810289,27.50692543741638,2.0,0.0,48.0,Нет,56,Ночь,24.6,Ясно
unit_21,РС,Альфа-21,Пехота,10,4052,Работает,Разведка,2025-01-01 00:30:00,41.32530630696568,23.42303615224507,42.599999999999994,0.0,28.0,Нет,79,Преграда,-2.1,Облачно
unit_22,РС,Альфа-22,Пехота,10,3655,Работает,Патрулирование,2025-01-01 00:30:00,48.79845996355598,22.66945362333731,99.6,94.55439664606655,4.0,Нет,74,Преграда,20.4,Ясно
unit_23,РХБЗ,Альфа-23,Танк,10,6618,Работает,Атака,2025-01-01 00:30:00,43.62814787388738,24.158404073169912,0.0,34.99324032645541,81.0,Нет,100,Туман,29.8,Ясно
unit_24,ДШБ,Альфа-24,Танк,10,1566,Работает,Патрулирование,2025-01-01 00:30:00,43.373232105061284,25.64775765792998,35.0,14.919807910681948,24.0,Нет,20,Туман,36.2,Дождь
unit_25,ПТУР,Альфа-25,Дрон,10,3827,Работает,Поддержка,2025-01-01 00:30:00,48.248305171074804,22.882629902965483,58.0,77.59903426555809,34.0,Нет,83,Ночь,1.6,Ясно
unit_26,ОР,Альфа-26,Гаубица,10,5638,Работает,Разведка,2025-01-01 00:30:00,49.28438426631892,25.923880446136835,51.0,45.516138034809586,93.0,Нет,12,Преграда,28.1,Дождь
unit_27,ПТУР,Альфа-27,Дрон,10,7291,Работает,Разведка,2025-01-01 00:30:00,46.31724534664041,24.419468052315263,35.0,28.977830169264717,45.0,Нет,89,Туман,15.0,Дождь
unit_28,РДР,Альфа-28,БТР,10,1119,Работает,Патрулирование,2025-01-01 00:30:00,48.97974460671518,25.32056109313831,60.0,57.54949655545542,6.0,Нет,22,Ясно,-3.3,Ясно
unit_29,РДР,Альфа-29,Танк,10,5262,Работает,Разведка,2025-01-01 00:30:00,44.68996182583433,29.608439281889876,4.0,79.03572443329992,79.0,Нет,87,Ночь,-11.3,Ясно
unit_30,РР,Альфа-30,Дрон,10,2807,Работает,Поддержка,2025-01-01 00:30:00,42.79766745174901,21.210712753036457,24.0,4.3563583428206405,65.0,Нет,20,Туман,25.7,Облачно
unit_31,РР,Альфа-31,БТР,10,3286,Работает,Разведка,2025-01-01 00:30:00,43.75290048308408,22.218675234446692,69.0,81.90112308331354,2.0,Нет,7,Преграда,0.3,Облачно
unit_32,ПТУР,Альфа-32,Пехота,10,6745,Работает,Оборона,2025-01-01 00:30:00,46.079841649598485,29.225618596589072,39.599999999999994,77.79355236297901,52.0,Нет,45,Туман,27.4,Шторм
unit_33,ДШБ,Альфа-33,Пехота,10,7366,Работает,Патрулирование,2025-01-01 00:30:00,40.21609490479811,23.784997789475113,23.6,30.553204922568913,33.0,Нет,65,Туман,-0.6,Облачно
unit_34,БМП,Альфа-34,Гаубица,10,8687,Работает,Оборона,2025-01-01 00:30:00,40.14349789810225,25.989156657690984,0.0,18.68938166315524,56.948534668169195,Пробоина,79,Ночь,36.3,Ясно
unit_35,РР,Альфа-35,БТР,10,1244,Работает,Поддержка,2025-01-01 00:30:00,43.791392542945076,23.751370042205355,42.0,48.30824554493589,82.0,Нет,22,Преграда,27.7,Облачно
unit_36,реактбатр,Альфа-36,Гаубица,10,4524,Работает,Патрулирование,2025-01-01 00:30:00,40.4502337196617,21.379846271906715,69.0,70.67595630786998,0.0,Прямое попадание,28,Туман,-18.9,Снег
